ID,gameName,score,releaseDate,developer,publisher
app_4560,Company of Heroes,93, 11 Sep 2006,Relic Entertainment,null
app_4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",86, 1 Jan 2006,Relic Entertainment,null
app_45700,Devil May Cry 4,78, 8 Jul 2008,Capcom,Capcom
app_45710,Dark VoidTM,57, 19 Jan 2010,Airtight Games,Airtight Games
app_45720,Lost Planet: Extreme Condition Colonies Edition,70, 11 Feb 2010,"CAPCOM CO., LTD.","CAPCOM CO., LTD."
app_45730,Dark VoidTM Zero,NA, 12 Apr 2010,Other Ocean Interactive,Other Ocean Interactive
app_45740,Dead Rising 2,78, 27 Sep 2010,Blue Castle Games,Blue Castle Games
app_45750,Lost Planet 2,63, 15 Oct 2010,"CAPCOM CO., LTD.","CAPCOM CO., LTD."
app_45760,Ultra Street Fighter IV,NA, 7 Aug 2014,Capcom,Capcom
app_45770,Dead Rising 2: Off the Record,66, 11 Oct 2011,Capcom Vancouver,Capcom Vancouver
app_45773,Dead Rising 2: Off the Record BBQ Chef Skills Pack,NA, 6 Feb 2012,Capcom Vancouver,Capcom Vancouver
app_45774,Dead Rising 2: Off the Record COSPLAY Skills Pack,NA, 6 Feb 2012,Capcom Vancouver ,Capcom Vancouver 
app_45775,Dead Rising 2: Off the Record Cyborg Skills Pack,NA, 6 Feb 2012,Capcom Vancouver,Capcom Vancouver
app_45776,Dead Rising 2: Off the Record Firefighter Skills Pack,NA, 6 Feb 2012,Capcom Vancouver,Capcom Vancouver
app_45790,Super Street Fighter IV: Arcade Edition - Complete Brawler Pack,NA, 29 Jul 2011,Capcom,Capcom
app_45791,Super Street Fighter IV: Arcade Edition - Complete Femme Fatale Pack,NA, 29 Jul 2011,Capcom,Capcom
app_45792,Super Street Fighter IV: Arcade Edition - Complete Shadoloo Pack,NA, 29 Jul 2011,Capcom,Capcom
app_45793,Super Street Fighter IV: Arcade Edition - Complete Shoryuken Pack,NA, 29 Jul 2011,Capcom,Capcom
app_45794,Super Street Fighter IV: Arcade Edition - Complete Classic Pack,NA, 29 Jul 2011,Capcom,Capcom
app_45795,Super Street Fighter IV: Arcade Edition - Complete Challengers 1 Pack,NA, 29 Jul 2011,Capcom,Capcom
app_45796,Super Street Fighter IV: Arcade Edition - Complete Challengers 2 Pack,NA, 29 Jul 2011,Capcom,Capcom
app_45797,Super Street Fighter IV: Arcade Edition - Arcade Challengers Pack,NA, 29 Jul 2011,Capcom,Capcom
app_4580,"Warhammer 40,000: Dawn of War - Dark Crusade",87, 9 Oct 2006,Relic Entertainment,null
app_45900,CID the Dummy,NA, 8 Jan 2010,TWELVE,TWELVE
app_46000,Bob Came in Pieces,73, 22 Jan 2010,Ludosity,Ludosity
app_46200,A.I.M. Racing,NA, 22 Jan 2010,SkyRiver Studios,SkyRiver Studios
app_46250,NecrovisioN: Lost Company,NA, 19 Feb 2010,The Farm 51,The Farm 51
app_46260,Star Wolves 3: Civil War,NA, 2 Mar 2010,Elite Games Team,Elite Games Team
app_46270,Star Wolves,NA, 2 Mar 2010,X-Bow Software,X-Bow Software
app_46280,Star Wolves 2,NA, 2 Mar 2010,X-Bow Software,X-Bow Software
app_46290,Theatre of War,66, 19 Apr 2007,1C Company,1C Company
app_46340,Theatre of War 2: Africa 1943,63, 24 Apr 2009,1C Company,1C Company
app_46342,Theatre of War 2: Centauro,NA, 13 Sep 2009,1C Company,1C Company
app_46350,Real Warfare 1242,NA, 11 Jun 2010,Unicorn Games Studio,Unicorn Games Studio
app_46360,Theatre of War 2: Kursk 1943,NA, 9 Mar 2010,1C Company,1C Company
app_46362,Theatre of War 2 - Battle for Caen,NA, 2 Nov 2010,1C Company,1C Company
app_46370,Rig n Roll,61, 4 Jun 2010,SoftLab-NSK,SoftLab-NSK
app_46380,Reign: Conflict of Nations,60, 30 Jun 2010,Lesta Studio,Lesta Studio
app_46400,Greed: Black Border,NA, 13 Jan 2010,Headup GamesClockstone,Headup GamesClockstone
app_46410,Avencast: Rise of the Mage,68, 17 Mar 2010,ClockStone Studios,ClockStone Studios
app_46420,Chrome,69, 14 May 2010,Techland,Techland
app_46430,Chrome - SpecForce,62, 14 May 2010,Techland,Techland
app_46440,Future Wars,NA, 7 Apr 2010,Headup Games / Radon Labs,Headup Games / Radon Labs
app_46450,Grotesque Tactics: Evil Heroes ,65, 15 Oct 2010,Headup GamesSilent Dreams,Headup GamesSilent Dreams
app_46460,Scratches - Director's Cut,NA, 8 Mar 2006,Nucleosys,Nucleosys
app_46480,Still Life,75, 6 Jun 2005,Anuman / Microids,Anuman / Microids
app_46490,Still Life 2,67, 10 Aug 2009,Anuman / Microids,Anuman / Microids
app_46500,Syberia,82, 1 Sep 2002,AnumanMicroids,AnumanMicroids
app_46510,Syberia II,80, 30 Mar 2004,Anuman / Microids,Anuman / Microids
app_46520,Wasteland Angel,NA, 1 Sep 2011,Octane GamesMeridian4,Octane GamesMeridian4
app_46540,Trapped Dead,50, 15 Jul 2011,Headup Games / Crenetic,Headup Games / Crenetic
app_46550,Post Mortem,71, 1 Nov 2002,Anuman / Microids,Anuman / Microids
app_46560,Robin Hood: The Legend of Sherwood,80, 1 Nov 2002,SpellboundAnuman,SpellboundAnuman
app_46570,Grotesque Tactics 2  Dungeons and Donuts,NA, 21 Nov 2011,Silent DreamsHeadup Games,Silent DreamsHeadup Games
app_46600,Swarm Arena,NA, 19 Aug 2010,Dedication Games,Dedication Games
app_46700,Ironclads: American Civil War,NA, 8 Jan 2009,Totem Games,Totem Games
app_46710,Ironclads: High Seas,NA, 10 Nov 2009,Totem Games,Totem Games
app_46720,Dimensity,NA, 8 Dec 2008,Dagger Games,Dagger Games
app_46730,Hazen: The Dark Whispers,NA, 28 Apr 2010,Dagger Games,Dagger Games
app_46740,World Basketball Manager 2010,NA, 21 Apr 2010,Icehole Games,Icehole Games
app_46750,Dark Fall: Lost Souls,75, 21 Apr 2010,Darkling Room,Darkling Room
app_46760,Ironclads: Schleswig War 1864,NA, 21 Jun 2011,Totem Games,Totem Games
app_46770,Making History II: The War of the World,NA, 22 Jun 2010,Muzzy Lane Software,Muzzy Lane Software
app_46790,Armada 2526,66, 10 Jun 2010,Ntronium Games,Ntronium Games
app_46830,Ironclads: Anglo Russian War 1866,NA, 21 Jun 2011,Totem games,Totem games
app_46840,Ironclads: Chincha Islands War 1866,NA, 21 Jun 2011,Totem Games,Totem Games
app_46850,Zombie Pirates,NA, 1 Sep 2010,Dust Devil Studios Inc.,Dust Devil Studios Inc.
app_47000,4 Elements,NA, 3 Sep 2008,Playrix Entertainment,Playrix Entertainment
app_47110,Escape From Paradise ,NA, 18 May 2007,Gogii,Gogii
app_47130,Book of Legends,NA, 14 Nov 2008,Gogii,Gogii
app_47400,Stronghold 3 Gold,NA, 25 May 2012,FireFly Studios,FireFly Studios
app_47500,Mishap: An Accidental Haunting,NA, 11 Feb 2010,Virtual Prophecy Entertainment,Virtual Prophecy Entertainment
app_47520,The Otherside: Realm of Eons,NA, 11 Feb 2010,Vogat Interactive,Vogat Interactive
app_47540,Puzzle Quest 2,83, 12 Aug 2010,Infinite Interactive,Infinite Interactive
app_47570,Mishap 2: An Intentional Haunting - Collector's Edition,NA, 28 Jan 2011,Virtual Prophecy Entertainment,Virtual Prophecy Entertainment
app_47700,Command & Conquer 4: Tiberian Twilight,NA, 18 Mar 2010,EA Los Angeles,EA Los Angeles
app_47730,Dragon AgeTM: Origins Awakening,82, 18 Mar 2010,BioWare,BioWare
app_47780,Dead SpaceTM 2,87, 27 Jan 2011,Visceral Games,Visceral Games
app_47790,Medal of HonorTM,72, 12 Oct 2010,Electronic Arts,Electronic Arts
app_47800,RISKTM: Factions,77, 8 Mar 2011,Stainless Games,Stainless Games
app_47870,Need For Speed: Hot Pursuit,86, 16 Nov 2010,Criterion Games,Criterion Games
app_47880,Battlefield: Bad Company 2 Vietnam,86, 18 Dec 2010,DICE,DICE
app_47890,The SimsTM 3,86, 2 Jun 2009,The Sims Studio,The Sims Studio
app_47892,The SimsTM 3 World Adventures,81, 17 Nov 2009,The Sims Studio,The Sims Studio
app_47893,The SimsTM 3 Ambitions,74, 2 Jun 2010,The Sims Studio,The Sims Studio
app_47894,The SimsTM 3 Late Night,74, 26 Oct 2010,The Sims Studio,The Sims Studio
app_47895,The SimsTM 3 High-End Loft Stuff,NA, 2 Feb 2010,The Sims Studio,The Sims Studio
app_47896,The SimsTM 3 Fast Lane Stuff,NA, 7 Sep 2010,The Sims Studio,The Sims Studio
app_47897,The SimsTM 3 Outdoor Living Stuff,NA, 1 Feb 2011,The Sims Studio,The Sims Studio
app_47898,The SimsTM 3 Generations,70, 3 Jun 2011,The Sims Studio,The Sims Studio
app_47899,The SimsTM 3 Town Life Stuff,NA, 29 Jul 2011,The Sims Studio,The Sims Studio
app_47920,Shift 2 Unleashed,84, 31 Mar 2011,Slightly Mad Studios,Slightly Mad Studios
app_47930,The SimsTM 3 Pets,79, 20 Oct 2011,The Sims Studio,The Sims Studio
app_47931,The SimsTM 3 Master Suite Stuff,NA, 27 Jan 2012,The Sims Studio,The Sims Studio
app_47932,The SimsTM 3 Showtime,NA, 8 Mar 2012,The Sims Studio,The Sims Studio
app_4800,Heroes of Annihilated Empires,65, 22 Nov 2006,GSC Game World,GSC Game World
app_48000,LIMBO,88, 2 Aug 2011,Playdead,Playdead
app_48110,Silent Hunter 5: Battle of the Atlantic,NA, Mar 2010,Ubisoft Romania,Ubisoft Romania
app_48136,The Settlers 7: Uncharted Land Map Pack,NA, 21 Jul 2010,Blue Byte,Blue Byte
app_48139,The Settlers 7: Downloadable Content Pack III,NA, 13 Dec 2010,Blue Byte,Blue Byte
app_48140,The Settlers 7: Paths to a KingdomTM The Two Kings DLC #4,NA, 28 Apr 2011,Blue Byte,Blue Byte
app_48150,Voodoo Dice,NA, 15 Jul 2010,Exkee,Exkee
app_48160,Tom Clancy's H.A.W.X. 2,66, 22 Nov 2010,Ubisoft Romania,Ubisoft Romania
app_48167,Tom Clancy's H.A.W.X. 2 - Open Skies Expansion Pack,NA, 10 Feb 2011,Ubisoft Romania,Ubisoft Romania
app_48187,Tom Clancy's H.A.W.X. 2 - Open Skies Expansion Pack,NA, 10 Feb 2011,Ubisoft Romania,Ubisoft Romania
app_48190,Assassins Creed Brotherhood,88, 17 Mar 2011,Ubisoft Montreal,Ubisoft Montreal
app_48220,Might & Magic: Heroes VI,NA, 13 Oct 2011,Blackhole,Blackhole
app_48231,Might & Magic: Heroes VI - Pirates of the Savage Sea Adventure Pack,NA, 12 Jul 2012,Limbic Entertainment GmhH,Limbic Entertainment GmhH
app_48232,Might & Magic: Heroes VI - Danse Macabre Adventure Pack,NA, 27 Sep 2012,Limbic Entertainment GmbH,Limbic Entertainment GmbH
app_48240,Anno 2070TM,83, 17 Nov 2011,BlueByteRelated Designs,BlueByteRelated Designs
app_4850,Cossacks: Back to War,60, 1 Nov 2002,GSC Game World,GSC Game World
app_4856,Cossacks: Campaign Expansion,NA, 21 Jan 2011,GSC Game World,GSC Game World
app_4870,Cossacks: Art of War,74, 31 Mar 2002,GSC Game World,GSC Game World
app_48700,Mount & Blade: Warband,78, 31 Mar 2010,TaleWorlds Entertainment,TaleWorlds Entertainment
app_48705,Mount & Blade: Warband - Napoleonic Wars,78, 19 Apr 2012,TaleWorlds EntertainmentFlying Squirrel Entertainment,TaleWorlds EntertainmentFlying Squirrel Entertainment
app_48720,Mount & Blade: With Fire & Sword,68, 3 May 2011,TaleWorlds Entertainment,TaleWorlds Entertainment
app_4880,Cossacks: European Wars,74, 24 Apr 2001,GSC Game World,GSC Game World
app_48800,Ship Simulator Extremes,49, 27 Aug 2010,VStep,VStep
app_48802,Ship Simulator Extremes: Sigita Pack,NA, 26 Jan 2011,VStep,VStep
app_48803,Ship Simulator Extremes: Ferry Pack,NA, 5 Apr 2011,VStep,VStep
app_48804,Ship Simulator Extremes: Cargo Vessel,NA, 17 Nov 2011,VStep,VStep
app_48805,Ship Simulator Extremes: Offshore Vessel,NA, 19 Jan 2012,VStep,VStep
app_48806,Ship Simulator Extremes: Ocean Cruise Ship,NA, 23 Feb 2012,VStep,VStep
app_4890,Cossacks II: Battle for Europe,69, 19 Jun 2006,GSC Game World,GSC Game World
app_48900,Saira,NA,null,Nicklas Nygren,Nicklas Nygren
app_48950,Greed Corp,76, 10 Dec 2010,Vanguard Games,Vanguard Games
app_4900,Zen of Sudoku,NA, 14 Dec 2006,Unknown Worlds,Unknown Worlds
app_49000,Hotel DashTM Suite SuccessTM,NA, 24 Dec 2009,PlayFirst,PlayFirst
app_4920,Natural Selection 2,80, 30 Oct 2012,Unknown Worlds Entertainment,Unknown Worlds Entertainment
app_49300,Commander: Conquest of the Americas,68, 30 Jul 2010,Nitro Games,Nitro Games
app_49310,Commander: Conquest of the Americas - Colonial Navy,NA, 21 Sep 2010,Nitro Games ,Nitro Games 
app_49311,Commander: Conquest of the Americas - Pirate Treasure Chest,NA, 17 Feb 2011,Nitro Games ,Nitro Games 
app_49320,Woody Two-Legs: Attack of the Zombie Pirates,NA, 2 Nov 2010,Nitro Games ,Nitro Games 
app_49330,Pirates of Black Cove,56, 2 Aug 2011,Nitro Games,Nitro Games
app_49337,Pirates of Black Cove: Origins,NA, 15 Dec 2011,Nitro Games,Nitro Games
app_49409,Duels of the Planeswalkers Gold Deck Bundle,69, 18 May 2011,Stainless Games Ltd,Stainless Games Ltd
app_49470,Magic: The Gathering - Duels of the Planeswalkers 2012,77, 15 Jun 2011,Stainless Games Ltd,Stainless Games Ltd
app_49473,Magic: The Gathering 2012 - Expansion ,NA, 14 Sep 2011,Stainless Games Ltd,Stainless Games Ltd
app_49474,Magic 2012 Deck Pack 1 ,NA, 16 Nov 2011,Stainless Games Ltd,Stainless Games Ltd
app_49475,Magic 2012 Deck Pack 2,NA, 14 Dec 2011,Stainless Games Ltd,Stainless Games Ltd
app_49476,Magic 2012 Deck Pack 3,NA, 11 Jan 2012,Stainless Games Ltd,Stainless Games Ltd
app_49490,Magic 2012 Full Deck Ghoulkeeper ,NA,null,Stainless Games Ltd,Stainless Games Ltd
app_49491,Magic 2012 Foil Conversion Ghoulkeeper ,NA,null,Stainless Games Ltd,Stainless Games Ltd
app_49520,Borderlands 2,89, 20 Sep 2012,Gearbox SoftwareAspyr (Mac),Gearbox SoftwareAspyr (Mac)
app_49600,Beat Hazard,70, 15 Apr 2010,Cold Beam Games,Cold Beam Games
app_49603,Beat Hazard  iTunes & m4a file support,NA, 26 May 2010,Cold Beam Games,Cold Beam Games
app_49604,Beat Hazard Ultra,NA, 16 Jun 2011,Cold Beam Games,Cold Beam Games
app_49800,Flight of the Icarus,NA, 12 May 2010,Muse Games,Muse Games
app_49810,CreaVures,55, 23 Feb 2011,Muse Games,Muse Games
app_49900,Plain Sight,76, 5 Apr 2010,Beatnik Games,Beatnik Games
app_50,Half-Life: Opposing Force,NA, 1 Nov 1999,Gearbox Software,Gearbox Software
app_500,Left 4 Dead,89, 17 Nov 2008,Valve,Valve
app_50000,Nimbus,80, 25 Oct 2010,Noumenon Games,Noumenon Games
app_50110,Borderlands: The Secret Armory of General Knoxx,86, 25 Feb 2010,Gearbox Software,Gearbox Software
app_50130,Mafia II,77, 26 Aug 2010,2K Czech,2K Czech
app_50145,Mafia II DLC: Jimmy's Vendetta,NA, 6 Sep 2010,2K Czech,2K Czech
app_50147,Mafia II DLC: Joe's Adventure,NA, 22 Nov 2010,2K Czech,2K Czech
app_50300,Spec Ops: The Line,76, 28 Jun 2012,Yager,Yager
app_50460,Mafia II: Digital Deluxe Edition,77, 26 Aug 2010,2K Czech,2K Czech
app_50510,Burn Zombie Burn!,72, 12 Aug 2010,doublesix,doublesix
app_50620,DarksidersTM,83, 22 Sep 2010,Vigil Games,Vigil Games
app_50650,Darksiders II,81, 13 Aug 2012,Vigil Games,Vigil Games
app_50820,Max and the Magic Marker,NA, 12 May 2010,Press Play,Press Play
app_550,Left 4 Dead 2,89, 16 Nov 2009,Valve,Valve
app_55000,Flotilla,72, 29 Mar 2010,Blendo Games,Blendo Games
app_55020,Air Forte,NA, 29 Sep 2010,Blendo Games,Blendo Games
app_55040,Atom Zombie Smasher,75, 14 Mar 2011,Blendo Games,Blendo Games
app_55100,Homefront,70, 14 Mar 2011,Kaos StudiosDigital Extremes,Kaos StudiosDigital Extremes
app_55110,Red Faction: ArmageddonTM,75, 6 Jun 2011,Volition,Volition
app_55115,Red Faction: Armageddon Path to War DLC,NA, 2 Aug 2011,Volition,Volition
app_55140,MX vs ATV Reflex,NA, 26 Nov 2010,Double Helix GamesRainbow StudiosNordic Games,Double Helix GamesRainbow StudiosNordic Games
app_55150,"Warhammer 40,000: Space Marine",74, 5 Sep 2011,Relic,null
app_55203,Homefront: Fire Sale Map,NA, 14 Jul 2011,Kaos StudiosDigital Extremes,Kaos StudiosDigital Extremes
app_55204,Homefront: The Rock Map Pack,NA,null,Kaos StudiosDigital Extremes,Kaos StudiosDigital Extremes
app_55205,Homefront: Express 870 Shotgun,NA, 21 Jul 2011,Kaos StudiosDigital Extremes,Kaos StudiosDigital Extremes
app_55230,Saints Row: The Third,84, 14 Nov 2011,Volition,Volition
app_55340,"Warhammer 40,000: Space Marine - Emperors Elite Pack",NA, 15 Dec 2011,Relic,null
app_55341,"Warhammer 40,000: Space Marine - Traitor Legions Pack",NA, 15 Dec 2011,Relic,null
app_55343,"Warhammer 40,000: Space Marine - Golden Relic Bolter",NA, 15 Dec 2011,Relic,null
app_55344,"Warhammer 40,000: Space Marine - Golden Relic Chainsword",NA, 15 Dec 2011,Relic,null
app_55345,"Warhammer 40,000: Space Marine - Power Sword",NA, 7 Feb 2012,Relic,null
app_55347,"Warhammer 40,000: Space Marine - Chaos Unleashed Map Pack",NA, 20 Dec 2011,Relic,null
app_55348,"Warhammer 40,000: Space Marine - Dreadnought DLC",NA, 24 Jan 2012,Relic,null
app_55380,Saints Row The Third - Genkibowl VII,NA, 17 Jan 2012,Volition,Volition
app_55381,Saints Row: The Third - Gangstas in Space,NA, 21 Feb 2012,Volition,Volition
app_55382,Saints Row: The Third - The Trouble with Clones DLC,NA, 20 Mar 2012,Volition,Volition
app_55385,Saints Row: The Third - FUNTIME! Pack,NA, 13 Feb 2012,Volition,Volition
app_55386,Saints Row: The Third Z Style Pack,NA, 9 Dec 2011,Volition,Volition
app_55387,Saints Row: The Third Explosive Combat Pack,NA, 9 Dec 2011,Volition,Volition
app_55388,Saints Row: The Third Shark Attack Pack,NA, 14 Nov 2011,Volition,Volition
app_55389,Saints Row: The Third - Money Shot Pack,NA, 13 Feb 2012,Volition,Volition
app_55390,Saints Row: The Third Invincible Pack,NA, 14 Nov 2011,Volition,Volition
app_55391,Saints Row: The Third - Penthouse Pack,NA, 22 May 2012,Volition,Volition
app_55392,Saints Row: The Third Witches & Wieners Pack,NA, 12 Jun 2012,Volition,Volition
app_55393,Saints Row: The Third - Bloodsucker Pack,NA, 27 Feb 2012,Volition,Volition
app_55394,Saints Row: The Third - Unlockable Pack,NA, 14 Aug 2012,Volition,Volition
app_55395,Saints Row: The Third Warrior Pack,NA, 20 Dec 2011,Volition,Volition
app_55396,Saints Row: The Third - Nyte Blayde Pack,NA, 10 Apr 2012,Volition,Volition
app_55397,Saints Row: The Third - Steelport Gangs Pack,NA, 1 May 2012,Volition,Volition
app_55398,Saints Row: The Third - Special Ops Vehicle Pack,NA, 10 Apr 2012,Volition,Volition
app_55399,Saints Row: The Third - Horror Pack,NA, 23 Jul 2012,Volition,Volition
app_55400,Saints Row: The Third - Genki Girl Pack,NA, 3 Jul 2012,Volition,Volition
app_55470,"Warhammer 40,000: Space Marine - Legion of the Damned Armour Set",NA, 20 Dec 2011,Relic,null
app_55471,"Warhammer 40,000: Space Marine - Alpha Legion Champion Armour Set",NA, 20 Dec 2011,Relic,null
app_55472,"Warhammer 40,000: Space Marine - Blood Angels Veteran Armour Set",NA, 20 Dec 2011,Relic,null
app_55473,"Warhammer 40,000: Space Marine - Salamanders Veteran Armour Set",NA, 20 Dec 2011,Relic,null
app_55475,"Warhammer 40,000: Space Marine - Iron Hands Chapter Pack DLC",NA, 24 Jan 2012,Relic,null
app_55476,"Warhammer 40,000: Space Marine - Death Guard Champion Chapter Pack DLC",NA, 24 Jan 2012,Relic,null
app_56437,"Warhammer 40,000: Dawn of War II: Retribution",NA, 28 Feb 2011,Relic Entertainment,null
app_56438,Dawn of War II: Retribution  The Last Standalone,NA, 20 Apr 2011,Relic Entertainment,null
app_56480,"Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC ",NA, 26 May 2011,Relic Entertainment,null
app_56481,"Warhammer 40,000: Dawn of War II: Retribution - Farseer Wargear DLC ",NA, 26 May 2011,Relic Entertainment,null
app_56482,"Warhammer 40,000: Dawn of War II: Retribution - Mekboy Wargear DLC",NA, 26 May 2011,Relic Entertainment,null
app_56483,"Warhammer 40,000: Dawn of War II: Retribution - Lord General Wargear DLC",NA, 26 May 2011,Relic Entertainment,null
app_56484,"Warhammer 40,000: Dawn of War II: Retribution - Chaos Sorcerer Wargear DLC",NA, 26 May 2011,Relic Entertainment,null
app_56485,"Warhammer 40,000: Dawn of War II: Retribution - Hive Tyrant Wargear DLC",NA, 26 May 2011,Relic Entertainment,null
app_56487,"Warhammer 40,000: Dawn of War II Ultramarines Pack",NA, 16 Aug 2011,Relic Entertainment,null
app_56488,"Warhammer 40,000: Dawn of War II: Retribution - Word Bearers Skin Pack ",NA, 20 Oct 2011,Relic Entertainment,null
app_56489,"Warhammer 40,000: Dawn of War II: Retribution - Death Korps of Krieg Skin Pack",NA, 20 Oct 2011,Relic Entertainment,null
app_56493,"Warhammer 40,000: Dawn of War II: Retribution - Last Stand Tau Commander",NA, 20 Oct 2011,Relic Entertainment,null
app_56536,"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack",NA, 6 Apr 2011,Relic Entertainment,null
app_56538,"Warhammer 40,000: Dawn of War II: Retribution - Ulthwe Wargear DLC",NA, 19 Jul 2011,Relic Entertainment,null
app_570,Dota 2,90, 9 Jul 2013,Valve,Valve
app_57000,NyxQuest: Kindred Spirits,NA, 27 Sep 2010,Over the Top Games,Over the Top Games
app_57200,Puzzle Dimension,79, 21 Jun 2010,Doctor Entertainment,Doctor Entertainment
app_57300,Amnesia: The Dark Descent,85, 8 Sep 2010,Frictional Games,Frictional Games
app_57400,Batman: Arkham City - Game of the Year Edition,91, 7 Sep 2012,Rocksteady Studios,Rocksteady Studios
app_57600,Tropico 3: Absolute Power ,79, 17 May 2010,Haemimont Games,Haemimont Games
app_57620,Patrician IV - Steam Special Edition,66, 17 Sep 2010,Gaming Minds Studios,Gaming Minds Studios
app_57640,Broken Sword: Director's Cut,NA, 2 Sep 2010,Revolution Software Ltd,Revolution Software Ltd
app_57650,DUNGEONS - Steam Special Edition,65, 10 Feb 2011,Realmforge Studios,Realmforge Studios
app_57655,Dungeons: Into the Dark DLC Pack,NA, 11 Apr 2011,Realmforge Studios,Realmforge Studios
app_57656,Dungeons: Map Pack DLC,NA, 1 Jul 2011,Realmforge Studios,Realmforge Studios
app_57680,The First Templar - Steam Special Edition,57, 12 May 2011,Haemimont Games,Haemimont Games
app_57690,Tropico 4: Steam Special Edition,78, 1 Sep 2011,Haemimont GamesFeral Interactive (Mac),Haemimont GamesFeral Interactive (Mac)
app_57695,Tropico 4: Plantador DLC,NA, 14 Dec 2011,Haemimont GamesFeral Interactive (Mac),Haemimont GamesFeral Interactive (Mac)
app_57696,Tropico 4: Junta Military DLC,NA, 3 Nov 2011,Haemimont GamesFeral Interactive (Mac),Haemimont GamesFeral Interactive (Mac)
app_57697,Tropico 4: Quick-dry Cement DLC,NA, 7 Feb 2012,Haemimont GamesFeral Interactive (Mac),Haemimont GamesFeral Interactive (Mac)
app_57700,Who's That Flying?!,76, 31 Jan 2011,Mediatonic,Mediatonic
app_57730,Patrician IV: Rise of a Dynasty,NA, 11 Apr 2011,Gaming Minds Studios,Gaming Minds Studios
app_57740,Jagged Alliance - Back in Action,62, 8 Feb 2012,Coreplay GmbHBigmoon Studios,Coreplay GmbHBigmoon Studios
app_57800,Doc Clock: The Toasted Sandwich of Time,62, 15 Oct 2010,Stickmen Studios,Stickmen Studios
app_57900,Duke Nukem Forever,54, 9 Jun 2011,Gearbox Software,Gearbox Software
app_57923,Duke Nukem Forever: Hail to the Icons Parody Pack,NA, 11 Oct 2011,Gearbox Software,Gearbox Software
app_57925,Duke Nukem Forever: The Doctor Who Cloned Me,52,null,Gearbox Software,Gearbox Software
app_58200,Jolly Rover,71, 7 Jun 2010,Brawsome,Brawsome
app_58230,MacGuffin's Curse,73, 19 Apr 2012,Brawsome,Brawsome
app_58300,System Protocol One,NA, 7 Dec 2010,While True Fork,While True Fork
app_58400,Turba,76, Jul 2010,Binary Takeover,Binary Takeover
app_58510,Cities XL 2011,70, 14 Oct 2010,Monte Cristo,Monte Cristo
app_58520,Blood Bowl Legendary Edition,73, 28 Oct 2010,Cyanide Studios,Cyanide Studios
app_58550,A Game of Thrones - Genesis,NA, 29 Sep 2011,Cyanide Studios,Cyanide Studios
app_58560,Runaway: A Twist of Fate,79, 21 Apr 2011,Pendulo Studios,Pendulo Studios
app_58570,The Next BIG Thing,75, 21 Apr 2011,Pendulo Studios,Pendulo Studios
app_58610,Wargame: European Escalation,81, 22 Feb 2012,Eugen Systems,Eugen Systems
app_60,Ricochet,NA, 1 Nov 2000,Valve,Valve
app_6000,Star Wars Republic CommandoTM ,78, 1 Mar 2005,LucasArts,LucasArts
app_6010,Indiana Jones and the Fate of AtlantisTM ,NA, 1 Jun 1992,LucasArts,LucasArts
app_6020,Star Wars Jedi Knight: Jedi Academy,81, 16 Sep 2003,Raven SoftwareAspyr (Mac),Raven SoftwareAspyr (Mac)
app_6030,Star Wars Jedi Knight II: Jedi Outcast,89, 16 Sep 2003,Raven SoftwareAspyr (Mac),Raven SoftwareAspyr (Mac)
app_60340,Luxor: 5th Passage,NA, 25 Jan 2011,MumboJumbo,MumboJumbo
app_60350,Glowfish,NA, 30 Sep 2011,MumboJumbo,MumboJumbo
app_6040,The Dig ,NA, 1 Nov 1995,LucasArts,LucasArts
app_6060,Star Wars Battlefront II,78, 1 Nov 2005,Pandemic Studios,Pandemic Studios
app_60600,ProtoGalaxy,NA, 6 Oct 2010,Source Studio Ltd.,Source Studio Ltd.
app_60700,Power of Defense,NA, 4 Aug 2010,4sdk,4sdk
app_6080,Thrillville: Off the RailsTM ,70, 9 Oct 2007,Frontier,Frontier
app_60800,Numen: Contest of Heroes,NA, 3 Jun 2010,"CINEMAX, s.r.o.","CINEMAX, s.r.o."
app_6090,Armed and Dangerous ,78, 2 Dec 2003,Planet Moon Studios,Planet Moon Studios
app_6100,Eets,81, 29 Mar 2006,Klei Entertainment,Klei Entertainment
app_61100,Lucid,NA, 19 Jul 2011,YeaBoing,YeaBoing
app_6120,Shank,67, 25 Oct 2010,Klei Entertainment,Klei Entertainment
app_61310,Fractal: Make Blooms Not War,NA, 29 Nov 2011,Cipher Prime Studios,Cipher Prime Studios
app_61500,Age of Wonders,NA, Oct 2010,Triumph Studios,Triumph Studios
app_61510,Age of Wonders II: The Wizard's Throne,86, Oct 2010,Triumph Studios,Triumph Studios
app_61520,Age of Wonders Shadow Magic,82, Oct 2010,Triumph Studios,Triumph Studios
app_61600,Zen Bound 2,NA, 16 Nov 2010,Secret Exit Ltd.,Secret Exit Ltd.
app_61700,Might & Magic: Clash of Heroes,76, 21 Sep 2011,Capybara Games,Capybara Games
app_61710,Might & Magic: Clash of Heroes - I Am the Boss DLC,NA, 21 Sep 2011,Capybara Games,Capybara Games
app_61730,Critter Crunch,NA, 11 Sep 2012,Capybara Games,Capybara Games
